SK_ID_CURR,truth,0,1
384501.0,0.0,0.5621965527534485,0.43780338764190674
384507.0,0.0,0.5643659830093384,0.43563398718833923
384509.0,0.0,0.8208773732185364,0.17912262678146362
384510.0,0.0,0.5101587176322937,0.4898413419723511
384512.0,0.0,0.839421808719635,0.16057825088500977
384513.0,0.0,0.5880212783813477,0.41197875142097473
384514.0,0.0,0.7096853256225586,0.2903147041797638
384515.0,0.0,0.7665355205535889,0.23346450924873352
384517.0,0.0,0.8169307708740234,0.18306919932365417
384518.0,0.0,0.6659303903579712,0.3340696394443512
384521.0,0.0,0.6518334150314331,0.3481665551662445
384522.0,0.0,0.6572166085243225,0.3427833616733551
384523.0,0.0,0.5740554332733154,0.42594456672668457
384525.0,0.0,0.7397477030754089,0.26025232672691345
384526.0,0.0,0.7841126918792725,0.21588727831840515
384527.0,0.0,0.6713326573371887,0.32866737246513367
384529.0,0.0,0.5037317872047424,0.49626824259757996
384530.0,0.0,0.7711291313171387,0.22887088358402252
384531.0,0.0,0.7575401663780212,0.24245983362197876
384534.0,0.0,0.730740487575531,0.2692594826221466
384535.0,0.0,0.7829698920249939,0.2170301377773285
384536.0,0.0,0.746796190738678,0.253203809261322
384537.0,0.0,0.8279198408126831,0.1720801442861557
384538.0,0.0,0.6589828729629517,0.3410171866416931
384540.0,0.0,0.6924498677253723,0.3075500726699829
384541.0,0.0,0.702998161315918,0.29700180888175964
384545.0,0.0,0.8373296856880188,0.1626703143119812
384550.0,0.0,0.6756421327590942,0.3243578374385834
384551.0,0.0,0.5479841232299805,0.4520159065723419
384553.0,0.0,0.5129374265670776,0.48706263303756714
384555.0,0.0,0.6453312635421753,0.3546687662601471
384566.0,0.0,0.5640020370483398,0.435997873544693
384567.0,0.0,0.6493282318115234,0.3506717383861542
384568.0,0.0,0.5377548336982727,0.4622451066970825
384569.0,0.0,0.7195460796356201,0.2804538905620575
384570.0,0.0,0.729704737663269,0.27029529213905334
384571.0,0.0,0.7298176884651184,0.2701823115348816
384572.0,0.0,0.7555539011955261,0.24444608390331268
384573.0,0.0,0.7748833298683167,0.22511664032936096
384574.0,0.0,0.6706610321998596,0.32933899760246277
384575.0,0.0,0.5899187326431274,0.41008132696151733
384576.0,0.0,0.6118331551551819,0.3881668746471405
384577.0,0.0,0.48529723286628723,0.5147027373313904
384579.0,0.0,0.6209523677825928,0.37904757261276245
384580.0,0.0,0.5523045659065247,0.4476954936981201
384581.0,0.0,0.7368717193603516,0.2631283402442932
384582.0,0.0,0.4738542139530182,0.5261458158493042
384583.0,0.0,0.6177469491958618,0.3822530508041382
384584.0,0.0,0.8120154142379761,0.1879846453666687
384586.0,0.0,0.7585468292236328,0.2414531707763672
384587.0,0.0,0.6899039149284363,0.31009602546691895
384588.0,0.0,0.752057671546936,0.24794234335422516
384589.0,0.0,0.8377566933631897,0.1622433066368103
384590.0,0.0,0.6657046675682068,0.3342953026294708
384591.0,0.0,0.8044410943984985,0.19555890560150146
384592.0,0.0,0.740325927734375,0.259674072265625
384593.0,0.0,0.7338031530380249,0.2661968469619751
384595.0,0.0,0.5255155563354492,0.47448450326919556
384596.0,0.0,0.6228387951850891,0.37716126441955566
384597.0,0.0,0.6063140034675598,0.3936859965324402
384598.0,0.0,0.7569023966789246,0.24309754371643066
384599.0,0.0,0.8563437461853027,0.14365620911121368
384600.0,0.0,0.5595343112945557,0.44046565890312195
384601.0,0.0,0.6897987127304077,0.3102013170719147
384603.0,0.0,0.7419862151145935,0.2580138146877289
384604.0,0.0,0.7495419383049011,0.2504580318927765
384606.0,0.0,0.6847255229949951,0.3152744472026825
384607.0,0.0,0.5796690583229065,0.4203309714794159
384608.0,0.0,0.6194689273834229,0.38053110241889954
384609.0,0.0,0.8151603937149048,0.18483954668045044
384610.0,0.0,0.691516637802124,0.3084833323955536
384611.0,0.0,0.69712233543396,0.3028776943683624
384612.0,0.0,0.604203999042511,0.395796000957489
384613.0,0.0,0.3975445628166199,0.6024554967880249
384614.0,0.0,0.5530220866203308,0.44697797298431396
384615.0,0.0,0.7901621460914612,0.2098378837108612
384616.0,0.0,0.60295170545578,0.39704829454421997
384617.0,0.0,0.7018390893936157,0.2981608808040619
